RowKey,title,latin_title,classes,order,description,image_src,image_alt,PartitionKey,spread_note,biotop,biotopes_note,food,food_note,proportions,reproduction,attractions,projects_note,breeding,localities_title,localities_url
12,Jaguarundi,Puma yagouaroundi,Savci (Mammalia),Šelmy (Carnivora),"Možná se to zdá na první pohled nepravděpodobné, ale jaguarundi je pravá a nefalšovaná kočkovitá šelma ze skupiny malých koček. Plochá hlava, protáhlé tělo a krátké nohy jsou doslova stvořené k tomu, aby se jaguarundi snadno protáhl křovinami a hustým podrostem. Ve své jihoamerické domovině se vyskytuje ve třech barevných formách – šedohnědé, černé a zlatavé.
",https://zoopraha.cz/images/lexikon/jaguarundi_2.jpg,"Jaguarundi, foto: archiv Zoo Praha",Jižní Amerika,"Jižní a Střední Amerika, od Mexika po Argentinu",listnatý a smíšený les,"křoviny, různé typy lesů a křoviny",rostliny i živočichové,"malí živočichové, spadané plody","délka těla 51–78 cm, délka ocasu 28–60 cm, výška v kohoutku 34 cm, hmotnost 2,5–9 kg","Samice je březí 63–75 dní, rodí 1–4 mláďata.","Je to neobyčejně úspěšný lovec a na lovecké toulky se vydává ve dne i v noci. Potravu si hledá sice většinou na zemi, ale v případě potřeby skvěle šplhá a hbitě přeskakuje z větve na větev. Není nijak vybíravý, a tak může žít všude, kde najde alespoň nějaký porost, v němž by se mohl ukrýt. ",,"Zoo Praha chová tyto kočky od roku 1993, respektive 1995, kdy k původnímu samci přibyla samice – oba ze zoo v holandském Rotterdamu. Tomuto páru se podařilo sice odchovat jen jedno mládě, a to v roce 2000, nicméně se i tak jednalo o obrovský chovatelský úspěch. Navázala na něj dvojice Jundík (narozen 2002 v děčínské zoo) a Amálka (narozena 2007 v Zoo Berlín). Svého prvního potomka odchovali v roce 2009, další dva v roce 2011 a zatím poslední jejich mládě se narodilo v září 2013.",Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
13,Levhart jávský,Panthera pardus melas,Savci (Mammalia),Šelmy (Carnivora),"Patří mezi nejmenší a nejvzácnější poddruhy levharta skvrnitého. Mnoho levhartů jávských má černé zbarvení místo běžného skvrnitého. Této vrozené odchylce se odborně říká melanismus a vyskytuje se i u některých dalších druhů kočkovitých šelem, například u jaguárů nebo servalů. Jednolitá čerň je však jen zdáním a pod určitým úhlem je vždy jasně patrná prosvítající kresba.
",https://zoopraha.cz/images/lexikon/levhart_javsky_foto_Tomas_Adamec.jpg,"Levhart jávský, foto: Tomáš Adamec, Zoo Praha",Asie,Indonésie – ostrov Jáva,tropický les,"křovinaté oblasti, různé typy lesů, křoviny",živá kořist,"středně velcí obratlovci (hulmani, muntžaci, prasata)","délka těla 1,4−1,5 m, délka ocasu 60−70 cm, výška v kohoutku 45–60 cm, hmotnost 23–40 kg","samice je březí 3 měsíce, rodí obvykle 2–3 mláďata","Jako většina kočkovitých šelem žije samotářsky. Je aktivní hlavně ráno a navečer, kdy vychází na lov. Mimo tuto dobu se ukrývá v hustém podrostu nebo v korunách nízkých stromů. ",,"Samec Arjuna přišel do zoo v roce 2013 z Tierparku Berlin, kde se narodil v lednu 2012.",Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
14,Tygr sumaterský,Panthera tigris sumatrae,Savci (Mammalia),Šelmy (Carnivora),"Je nejmenším poddruhem tygra. Má sytě zlatavé zbarvení a husté úzké pruhy. Samci mají nápadné bělavé licousy.
",https://zoopraha.cz/images/lexikon-images/image-tygr.jpg,"Tygr sumaterský, foto: Rostislav Stach",Asie,Indonéský ostrov Sumatra,tropický les,"mokřady + travnaté oblasti, husté lesy, křoviny, rákosiny, travnaté porosty s možností úkrytu – až do výšky 2 600 m n. m.",živá kořist,střední a větší obratlovci do velikosti jelena.,"délka těla 1,4 m, délka ocasu 60 cm, výška v kohoutku 80 cm, hmotnost 65 kg",Samice je březí 102−105 dní a rodí 2−4 mláďata.,"Tygr sumaterský je velmi úzce vázán na souvislý tropický les a vyhýbá se oblastem, které jsou příliš výrazně ovlivňovány lidskou činností. Žije samotářsky a velmi skrytě. Potřebuje poměrně velké teritorium, a tak je hustota tygrů na určitém území poměrně nízká. ","V Červeném seznamu IUCN je veden jako kriticky ohrožený druh. Populace v přírodě nepřesahuje počet 680 jedinců a je rozdrobena do dílčích populací, čítajících maximálně 50 tygrů.","Tygr sumaterský patří k tradičním druhům pražské zoo. První samice přišla již v roce 1958, ovšem o skutečném chovu lze mluvit až do 60. let. Páru Maje (příchod 1967) a Radúzovi 2 (příchod 1966) se podařilo v roce 1971 odchovat první dvě mláďata v historii zoo – samečky Adama a Aliho. O druhý úspěšný odchov se postaral rotterdamský pár Mahulena 2 a Gabriel (přišli v roce 1968), když v roce 1973 odchovali samičku Balige. Do roku 2013 bylo v pražské zoo odchováno ještě dalších devět mláďat.",Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
15,Tygr malajský,Panthera tigris jacksoni,Savci (Mammalia),Šelmy (Carnivora),"Vzhledem se podobá tygru indočínskému. Samci jsou větší a těžší než samice.
",https://zoopraha.cz/images/lexikon-images/Tygr_malajsky_05.jpg,Foto: archiv Zoo Praha,Asie,jižní a střední část Malajského poloostrova,tropický les,"mokřady, savany",živá kořist,"velcí obratlovci včetně jelenů, prasat, medvědů nebo mláďat slonů a nosorožců","délka těla 1,8−2,9 m, délka ocasu 65−80 cm, výška v kohoutku 60−110 cm, hmotnost 24−121 kg",samice je březí 95−105 dní a rodí 1−6 mláďat.,"Tygr malajský byl vědou rozpoznán jako samostatný poddruh teprve v roce 2004. Do té doby byl považován za formu totožnou s tygrem indočínským. Představovat tygra je asi zbytečné. Je největší dnes žijící kočkovitou šelmou a ve svém areálu (žije pouze v Asii) vytváří devět poddruhů lišících se velikostí, zbarvením i znaky na lebce. Z nich tři jsou již vyhubeny – tygr turanský na pevnině a tygr balijský a jávský na stejnojmenných indonéských ostrovech. Další, tygr čínský, pak již zřejmě přezívá jen v lidské péči. Ostatní jsou v různé míře ohroženy vyhubením. Tygři byli loveni odedávna – pro kožešinu a hlavně pro nejrůznější části těla, které sloužily a slouží k výrobě tradičních léků nebo amuletů. Způsobem života i silou a obratností jsou však pro člověka nesnadnou kořistí, a tak jejich dramatický úbytek nastal až v 19. století, kdy lovci začali používat střelné zbraně. Jsou to samotáři a při toulkách za potravou urazí mnoho kilometrů. Výborně plavou, rádi se koupou a dovedou také šplhat po stromech. Zdánlivě kontrastní a nápadná kresba je ve skutečnosti vynikajícím maskováním, díky němuž šelmy splývají s mihotavými stíny ve vysoké trávě, rákosí nebo lesním podrostu. Tygřice vodí mláďata a pečuje o ně až dva roky.","Ve volné přírodě žije odhadem posledních 250 dospělých jedinců, proto jsou velmi důležité záložní chovy v lidské péči.","Zoo Praha chová tento poddruh od roku 2006, kdy přišla ze zoo v Halle samice Radja. V roce 2007 následovala samice Banya, která se narodila rovněž v Halle. Konečně v roce 2008 dorazil i samec Kawi, pocházející z Lok Kawi Wildlife Parku ve státě Sabah (Borneo).",Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
16,Čukvala zavalitá,Sauromalus obesus,Plazi (Reptilia),Šupinatí (Squamata),"Vzhledem trochu připomíná varany – nemá hřbetní hřeben, je zavalitá a po stranách krku a břicha má volné kožní záhyby. Zbarvení se mění podle pohlaví a věku. Dospělí samci mívají černou hlavu a přední nohy, zatímco tělo může být žluté, červené, šedé nebo černé. Samice jsou vybarvené méně výrazně.
",https://zoopraha.cz/images/lexikon-images/u_lukvala_zavalitOCa_-_Petr_Velenskz_i.jpg,"Čukvala zavalitá, foto: Petr Velenský, Zoo Praha",Severní Amerika,jihozápad USA a severní Mexiko,poušť a polopoušť,kamenité pouště,části rostlin,"listy, květy, plody i další části pouštních rostlin, jen občas uloví drobné bezobratlé.","délka  těla 28–43 cm, z toho délka ocasu min. 50 %, hmotnost až 350 g","počet vajec 4–14, inkubace trvá 72–93 dny.",Čukvala je denní ještěr skvěle přizpůsobený pouštním podmínkám. Chladnější období přečkává ve stavu strnulosti. Hladké ploché tělo a ohebnou páteř jí umožňují bleskově uniknout před predátory do skalních puklin. V nich se poté nafoukne a zaklíní. V době námluv (duben až červenec) se samci stávají dočasně teritoriální a vzniká mezi nimi společenská hierarchie založená na celkové velikosti. Samice kladou vejce většinou jednou za dva roky a zahrabávají je do půdy. ,,"Existuje sice záznam o 1 exempláři v roce 1974, ale chov začal v roce 2004, kdy přišlo 5 jedinců, z toho čtyři z přírody. Ještě téhož roku se čukvaly začaly rozmnožovat a do konce roku 2013 se vylíhlo 111 mláďat.",Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
17,Leguánek modravý,Petrosaurus thalassinus,Plazi (Reptilia),Šupinatí (Squamata),"Typické je ploché tělo s nohama široce rozkročenýma, což je přizpůsobení pohybu po rozžhaveném povrchu. Má modrou hlavu a namodralou svrchní stranu ocasu, žlutý krk s modrými skvrnami a bílou a černou kresbu. V době námluv u obou pohlaví je zbarvení ještě výraznější.
",https://zoopraha.cz/images/lexikon/leguanek_modravy_foto_velensky.jpg,"Leguánek modravý, foto: Petr Velenský, Zoo Praha",Severní Amerika,skalnaté suché oblasti Severní a Střední Ameriky,poušť a polopoušť,vyhledává kamenitá místa v blízkosti pouštní vegetace,bezobratlí,"části rostlin + plody, drobní živočichové, plody, pupeny a další části rostlin","délka těla 9−16 cm, délka ocasu 12−18 cm","samice klade 4−18 vajec, inkubace trvá asi 60 dní","Velmi obratně šplhá po skalách, dokonce i po kolmých stěnách, a to bez potíží i hlavou dolů. Své soupeře zastrašuje pokyvováním hlavou, napínáním kůže na krku a zvláštními hrdelními zvuky. ",,Leguánky modravé chováme od roku 2008 a úspěšně je rozmnožujeme.,Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
20,Ara hyacintový,Anodorhynchus hyacinthinus,Ptáci (Aves),Papoušci (Psittaciformes),"Jedná se o největší druh papouška na světě. Má kobaltově modré peří, mohutný černý zobák, zářivě žlutý lysý oční kroužek a pole u dolní čelisti zobáku. Samec se od samice neliší ani velikostí, ani vzhledem. Mláďata mají oproti dospělým o něco kratší ocas.
",https://zoopraha.cz/images/lexikon-images/_TTT5682.jpg,"Ara hyacintový, foto: Tomáš Adamec, Zoo Praha",Jižní Amerika,"jih Střední Ameriky až polovina Jižní Ameriky, především Amazonie",tropický les,galeriové lesy a lesnatá savana,části rostlin,"plody osmi druhů palem, především tvrdé ořechy","délka těla 95-100 cm, z toho nejméně polovinu tvoří ocas, hmotnost 1 200-1 700 g","Samice snáší 2 vejce, ale jen jedno mládě bývá odchováno. Inkubace trvá 27–30 dnů.","Žije v trvalých párech. Partneři si neustále prokazují pozornost a dorozumívají se hlasem i vzájemnou péčí o peří. V době hlavní aktivity, což je ráno a pozdě odpoledne, se někdy sdružují do skupinek do 10 jedinců a společně zalétají ke zdroji potravy. Na noc se páry vracejí na svůj oblíbený odpočinkový strom. Potravu si hledají především na zemi, i když dovedou obratně šplhat a dokážou „sklízet“ palmové plody i vysoko v korunách. Patří k významným šiřitelům semen. Hnízdí ve stromových dutinách nebo v příhodných puklinách na skalních útesech. Na vejcích sedí samice, zatímco jí samec nosí potravu a krmí ji. Mládě zůstává s rodiči 18 měsíců. Dospívají v 6-10 letech, dožívají se průměrně 50 let.","V Červeném seznamu IUCN je zařazen jako ohrožený druh, a to především v důsledku úbytku přirozených biotopů (je potravně vázán jen na osm druhů palem) i odchytu živých ptáků.","První arové hyacintoví se v pražské zoo objevili již v r. 1951, jednalo se však pouze o tranzit a návštěvníci je obdivovat nemohli. Další trojice žila v zoo v letech 1978−1990. Poté nastala přestávka a do zoo se tito krásní papoušci vrátili až v r. 2010.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
18,Antilopa losí,Taurotragus oryx,Savci (Mammalia),Sudokopytníci (Artiodactyla),"Antilopa losí je druhou největší antilopou na světě. Předčí ji jen velmi podobná antilopa Derbyho. K jejím typickým znakům patří pískové zbarvení se světlejšími příčnými pruhy, tmavá čupřina a spirálovité rohy, dlouhé až 70 cm.
",https://zoopraha.cz/images/lexikon-images/_TTT5245.jpg,"Antilopa losí, foto: Tomáš Adamec, Zoo Praha",Afrika,subsaharská Afrika,travnaté území,"savana, světlé lesy",části rostlin,"tráva, listy, plody","Délka těla 2–3,5 m, délka ocasu 50–90 cm, výška v kohoutku 1,2–1,8 m, hmotnost 300–950 kg","březost 250–277 dní, počet mláďat 1","Sdružuje se do početných stád, často smíšených se zebrami a jinými druhy antilop. Neobývá vyhraněná teritoria a ve stádě nepanuje žádný přísný společenský pořádek. Proto mezi antilopami losími dochází jen málokdy k potyčkám. Pouze v době říje samci zahánějí soupeře ritualizovanou hrozbou, při které náznakově „útočí“ na blízké křoví, trs trávy nebo povalený kmen. Antilopu losí lze snadno ochočit a probíhají pokusy o její domestikaci a rozšíření jejího chovu na farmách. Do některých míst Afriky se totiž pro svou odolnost hodí mnohem lépe než domácí dobytek. ",,"První dvě antilopy losí přišly do pražské zoo v roce 1955. Byly to samice, které zde žily tři roky. Novodobý chov se datuje od r. 2002.",Africký dům,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2363-africky-dum
19,Antilopa vraná,Hippotragus niger,Savci (Mammalia),Sudokopytníci (Artiodactyla),"Tato mohutná antilopa patří do skupiny přímorožců. Má dlouhé, ostré rohy (u samic jsou o něco kratší a slabší než u samců) zahnuté do oblouku, které mohou dosahovat délky až 1,6 m. Dospělí samci mají téměř černé („vrané“) zbarvení. Typické je strmé čelo, obvykle bílé břicho a obřitek a kontrastní kresba na hlavě. Mláďata se rodí béžová.
",https://zoopraha.cz/images/lexikon-images/antilopa_vrana__TTT9839_-_Tomas_Adamec.jpg,"Antilopa vraná, foto: Tomáš Adamec, Zoo Praha",Afrika,"jižní a východní Afrika, od východní Keni po Jihoaffrickou republiku",travnaté území,"stromová savana, buš",části rostlin,"tráva, listy, výhonky","délka těla 1,9–2,5 m, délka ocasu 40–75 cm, výška v kohoutku 115–140 cm, hmotnost 150–270 kg","březost 281–291 den, počet mláďat 1","Základem společenského uspořádání jsou skupinky dospělých samic seskupených kolem jednoho dominantního samce. Samci si hájí teritorium, které značkuje a láká do něj samice. Období říje se u jednotlivých populací liší, aby k porodům docházelo vždy v době největší hojnosti potravy. Mláďata v prvních dnech leží nehybně stočená ve vysoké trávě, aby unikla pozornosti predátorů. Také matka se první týden po porodu drží stranou a dohlíží na mládě. ","Poddruh H. niger variani je považován za ohrožený v důsledku ubývání přirozeného prostředí, ostatní poddruhy jsou zařazeny v kategorii méně ohrožený.","Zoo Praha chová antilopy vrané od roku 1970, kdy přišlo první trio přímo z přírody. První mládě se narodilo hned v následujícím roce a do roku 2014 jich bylo celkem 113.",Horní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu
21,Agama východoafrická,Agama lionotus dodomae,Plazi (Reptilia),Šupinatí (Squamata),"Je to poměrně robustní ještěr s velkou hlavou a zřetelným krkem. Zbarvení je proměnlivé a závisí na pohlaví, stáří, společenském postavení, celkové kondici a náladě zvířete. Samice, nedospělí jedinci a podřízení samci jsou šedomodří, s hnědavou hlavou. Dominantní samci mají tělo a nohy modré až modrošedé, hlavu a krk ornažové až červené a ocas příčně víle pruhovaný. V noci je zbarvení všech zvířat nenápadně šedomodré.
",https://zoopraha.cz/images/lexikon-images/agama_vychodoafricka_foto_archiv.jpg,"Agama východoafrická, foto: archiv Zoo Praha",Afrika,východní Afrika - Tanzanie,travnaté území,"skalní výchozy v suché polopouštní krajině a v savaně, kulturní krajina, zahrady, parky",bezobratlí,"hmyz a další bezobratlí, případně malí obratlovci, občas listy a květy","délka těla 30-40 cm, z toho 50-70 % tvoří ocas, samice jsou menší než samci","Samice klade do jamky v půdě 5-7 vajíček, inkubace trvá 59-69 dní.","Agama východoafrická je velmi čilý ještěr, aktivní ve dne. Dominantní samci často vysedávají na vyvýšeném místě, odkud mají dobrý přehled po teritoriu i samicích, které se v něm zdržují. Případné soupeře zahánějí prudkým pokyvováním hlavou. Pokud to nepomůže, neváhají prudce zaútočit. V době námluv se samec přibližuje k samici zezadu, pokyvuje a přešlapuje a snaží se ji uchopit za krk. Samice, která je ochotna se pářit, zvedne vysoko hlavu i ocas. Vlastní spojení trvá poměrně krátce - 1-2 minuty.",,"Tento poddruh chováme od roku 2013, kdy vystřídal nominátní poddruh agamy osadní (A. a. agama).",Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
22,Ara zelenokřídlý,Ara chloroptera,Ptáci (Aves),Papoušci (Psittaciformes),"Tento druhý největší papoušek (po arovi hyacintovém) je převážně červený a modrý. Typickým znakem jsou zelené křídelní krovky, tvořící na křídlech zřetelné pásy, a červené čárkování lysiny kolem očí. Horní čelist zobáku je rohovinová, dolní tmavě šedá stejně jako nohy.
",https://zoopraha.cz/images/lexikon-images/ara_zelenokridly__TTT8525_-_Tomas_Adamec.jpg,"Ara zelenokřídlý, foto: Tomáš Adamec, Zoo Praha",Jižní Amerika,severní a střední Jižní Amerika,tropický les,různé typy nížinných tropických lesů do 500 m n. m.,části rostlin,"ořechy, semena, měkké plody, výhonky, pupeny","délka těla 29–42 cm, délka ocasu 44–53 cm, rozpětí křídel až 125 cm, hmotnost 0,9–1,7 kg","Samice snáší 1–3 vejce, doba inkubace je 24–26 dní.","Žije v párech, které se sdružují do hejn někdy i s dalšími druhy arů. Samice snáší vejce do stromové dutiny, v zahřívání i péči o mláďata se střídá s partnerem. Dožívá se až 50 let.",,"Arové zelenokřídlí patří v pražské zoo k tradičním druhům. První papoušek žil v zoo v letech 1936−1948. Další přišel v r. 1956 a dlouho držel primát jednoho z nejdéle chovaných zvířat – uhynul v r. 2008. Od r. 1991 prošlo zoologickou zahradou mnoho dalších arů. V r. 1993 se podařilo úspěšně odchovat první mládě. V současné době chováme dva mladé ptáky, kteří přišli v r. 2009 od soukromého chovatele.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
23,Leguánek pruhoocasý,Callisaurus draconoides,Plazi (Reptilia),Šupinatí (Squamata),"Je šedý až pískově hnědý, na ocase jsou nápadné černé příčné pruhy. Samec má po stranách ocasu, který je zespodu bílý, černé skvrny, které zasahují až na modře zbarvené břicho. Samicím modré zbarvení chybí a černá kresba je méně výrazná.
",https://zoopraha.cz/images/lexikon-images/leguOCanek_pruhoocasz_i_-_Petr_Velenskz_i.jpg,"Leguánek pruhoocasý, foto: Petr Velenský, Zoo Praha",Severní Amerika,suché oblasti Severní a Střední Ameriky,kamenité stepi a polopouště,"pouště, kamenité a skalnaté oblasti s řídkým porostem",bezobratlí,"části rostlin, drobní živočichové, plody, pupeny a další části rostlin","délka těla 6,5−10 cm, délka ocasu 7−11 cm, hmotnost 10−20 g","samice klade obvykle 2−8 vajec, někdy i vícekrát během léta","Je to čilý denní ještěr, který odpočívá jen v době největšího vedra. Predátory i případné soupeře se snaží odradit tím, že stáčí zvednutý ocas do spirály, aby vynikla jeho nápadná kresba. Navíc ho umí odvrhnout, podobně jako naše ještěrky. Ocas poté doroste. Další obrannou taktikou je schopnost bleskově se zahrabat do sypkého písku. ",,Jedná se o poměrně nový druh – první jedince zoo získala od soukromého chovatele v roce 2011.,Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
24,Leguánek ostnitý,Sceloporus magister,Plazi (Reptilia),Šupinatí (Squamata),"Jméno dostal podle šupin, které vybíhají do špičky a uprostřed jsou vyklenuté. Vytváří různé barevné formy, od hnědavých po modrozelené, všechny však mají na krku tmavý obojek.
",https://zoopraha.cz/images/lexikon-images/leguOCanek_ostnitz_i_-_Petr_Velenskz_i.jpg,"Leguánek ostnitý, foto: Petr Velenský, Zoo Praha",Severní Amerika,suché oblasti na jihozápadě Severní a na severu Střední Ameriky,poušť a polopoušť,"pouště, kamenité polopouště s roztroušenými keři",bezobratlí,"části rostlin, drobní živočichové (hlavně hmyz), plody, pupeny a další části rostlin","délka 18–30 cm, z toho více než ½ tvoří ocas, hmotnost 50 g","klade 2–19 vajec, inkubační doba trvá 55–77 dní",Dovede velmi dobře šplhat po skálách i po keřích a stromech. Samice snáší vejce i několikrát za sezonu. ,,Chov tohoto druhu začal v roce 2004 v souvislosti s otevřením pavilonu Afrika zblízka. O jeho úspěšnosti svědčí více než 400 vylíhlých mláďat. umístění,Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
26,Želva texaská,Gopherus berlandieri,Plazi (Reptilia),Želvy (Chelonia),"Svrchní část krunýře (karapax) je hnědavá se světlejší kresbou a nápadnými rýhami. Plastron je žlutý. Hlava je klínovitá, se špičatým čenichem, a stejně jako nohy a ocas je žlutavá. Samec má oproti samici protáhlejší karapax a lehce vydutý plastron.
",https://zoopraha.cz/images/lexikon-images/zelva_texaska_mlade_-_Petr_Velensky.jpg,Foto: Petr Velenský,Severní Amerika,jižní Texas a severovýchodní Mexiko,travnaté území,"travnatá území, suché travnaté a křovinaté až polopouštní oblasti",části rostlin,"tráva, byliny a sukulentní rostliny včetně plodů kaktusů, příležitostně bezobratlí, kosti a zdechliny",délka karapaxu 20−24 cm,"Samice klade 1−5 vajec, inkubace trvá asi 88−118 dní.","Patří mezi čtyři druhy takzvaných želv myších, které si hloubí dlouhé nory. Je z nich v tomto ohledu nejméně zdatná, vyhrabává si jen mělké brázdy nebo k odpočinku využívá nory jiných zvířat. Je aktivní ve dne. Nejchladnější a nejteplejší období v roce tráví ve stavu strnulosti ve vhodném úkrytu. Samci se v době námluv přetlačují pomocí výrůstku na předním okraji plastronu (spodní část krunýře).",Patří k chráněným druhům státu Texas.,"Chováme je od roku 2007, první mláďata se vylíhla v roce 2010.",Pavilon velkých želv,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5813-pavilon-velkych-zelv
25,Leguánovec obojkový,Crotaphytus collaris,Plazi (Reptilia),Šupinatí (Squamata),"Patří do skupiny menších druhů leguánů bez hřbetního hřebene. Samci jsou pestře zbarvení s převažujícími modrozelenými tóny, samice jsou spíše hnědavé. Obě pohlaví mají základní barvu těla proloženou drobnými tečkami, mezi kterými vystupují u březích samic nápadné červené skvrnky. Pro obě pohlaví je také typický dvojitý tmavý obojek na krku.
",https://zoopraha.cz/images/lexikon-images/legu_novec_obojkovz_2.jpg,"Leguánovec obojkový, foto: Tereza Mrhálková, Zoo Praha",,,poušť a polopoušť,,bezobratlí,malí obratlovci,"délka těla 10–20 cm, délka ocasu 10–15 cm, hmotnost 40 g","počet vajec 2–13, inkubace trvá 45–86 dní","Je vysloveně teplomilný a dokáže se pohybovat po skalách rozpálených na 60 °C. Aktivní je i během nejžhavějších denních hodin, kdy loví různě velkou kořist včetně jiných plazů, velkých téměř jako on sám. Aby se ochladil na rozžhavené kamenité půdě, zvedá střídavě nohy, takže stojí vždy jen na dvou. V případě nebezpečí se dokáže vztyčit a prchat jen po zadních nohou podobně jako baziliškové nebo anolisové. Samci často pobývají na vyvýšeném kameni, odkud mají dokonalý přehled o celém svém území. Při námluvách, ale také na obranu svého území před konkurenčními samci, se uchylují k nápadným pohybům a postojům těla – dělají kliky, hrbí hřbet do vysokého oblouku a vydouvají hrdlo.",,"Leguánovci přišli do zoo v roce 2003 a nejprve osídlili jednu z expozic v pavilonu Afrika zblízka. Později byli přemístěni do terária v Pavilonu kočkovitých šelem. V zoo se do konce roku 2013 vylíhlo více než 150 mláďat.
",Pavilon šelem a plazů,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium
